source,make,model,year,price,mileage,location,listing_date,link_to_buyer,link_to_image
kijijiauto,Land Rover,Discovery,2018,32995,59500,"North York, ON",2024-03-11,https://www.kijijiautos.ca/vip/26371011,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,GMC,,2022,74995,23302,"Guelph, ON",2024-03-11,https://www.kijijiautos.ca/vip/30658750,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Nissan,Rogue,2020,23631,45424,"Guelph, ON",2024-03-11,https://www.kijijiautos.ca/vip/30686654,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Subaru,WRX,2018,38688,67801,"North York, ON",2024-03-11,https://www.kijijiautos.ca/vip/25799389,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Ford,Focus,2017,17450,70000,"Toronto, ON",2024-03-11,https://www.kijijiautos.ca/vip/25266475,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Dodge,Charger,2022,62550,16097,"Toronto, ON",2024-03-11,https://www.kijijiautos.ca/vip/25560701,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,BMW,X2,2018,30995,49287,"St Catharines, ON",2024-03-11,https://www.kijijiautos.ca/vip/29630034,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Ford,Escape,2020,22950,99000,"Toronto, ON",2024-03-11,https://www.kijijiautos.ca/vip/26354235,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Hyundai,VENUE,2021,24995,77000,"Bradford, ON",2024-03-11,https://www.kijijiautos.ca/vip/29629830,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,GMC,Terrain,2021,35998,28282,"Pickering, ON",2024-03-11,https://www.kijijiautos.ca/vip/29627550,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
kijijiauto,Jeep,Compass,2020,35990,33079,"Barrie, ON",2024-03-11,https://www.kijijiautos.ca/vip/25806210,https://media.kijiji.ca/api/v1/autos-prod-ads/images/0f/0fbcd4e7-4cf4-4fcc-9276-480382840bfe?rule=move-300-jpg
